"","Acct","Permit_Type","PermitDate","Mapsco","Permit_Date","Count_Permits","Days_Since_Permit"
"3770","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3771","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3772","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3773","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3774","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3775","00000368011000000","Building (BU) Multi Family  Renovation","2018/10/31 00:00:00","26-U",2018-10-31,1,885
"3776","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3777","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3778","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3779","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3780","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3781","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3782","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3783","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3784","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3785","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3786","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3787","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3788","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3789","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3790","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3791","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3792","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3793","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3794","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3795","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3796","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3797","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3798","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3799","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3800","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3801","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3802","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3803","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3804","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3805","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3806","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3807","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3808","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3809","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3810","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3811","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3812","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3813","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3814","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3815","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3816","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3817","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3818","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3819","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3820","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3821","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3822","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3823","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3824","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3825","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3826","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3827","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3828","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3829","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3830","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3831","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3832","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3833","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3834","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3835","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3836","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3837","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3838","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3839","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3840","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3841","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3842","CONDO0029N80CONDO","Building (BU) Multi Family  Renovation","2018/11/08 00:00:00","4-V,4-Z",2018-11-08,4,877
"3843","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3844","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3845","00000791118060000","Building (BU) Multi Family  Renovation","2018/11/14 00:00:00","27-F",2018-11-14,77,871
"3846","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3847","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3848","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3849","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3850","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3851","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3852","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3853","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3854","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3855","00093200030010000","Building (BU) Multi Family  Renovation","2018/12/03 00:00:00","45-E",2018-12-03,4,852
"3856","CONDO00C0542CONDO","Building (BU) Multi Family  Renovation","2018/12/03 00:00:00","45-E",2018-12-03,4,852
"3857","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3858","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3859","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3860","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3861","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3862","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3863","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3864","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3865","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3866","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3867","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3868","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3869","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3870","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3871","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3872","00093200030010000","Building (BU) Multi Family  Renovation","2018/12/03 00:00:00","45-E",2018-12-03,4,852
"3873","CONDO00C0542CONDO","Building (BU) Multi Family  Renovation","2018/12/03 00:00:00","45-E",2018-12-03,4,852
"3874","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3875","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3876","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3877","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3878","00093200030010000","Building (BU) Multi Family  Renovation","2018/12/03 00:00:00","45-E",2018-12-03,4,852
"3879","CONDO00C0542CONDO","Building (BU) Multi Family  Renovation","2018/12/03 00:00:00","45-E",2018-12-03,4,852
"3880","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3881","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3882","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3883","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3884","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3885","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3886","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3887","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3888","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3889","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3890","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3891","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3892","00000158215860000","Building (BU) Multi Family  Renovation","2018/11/29 00:00:00","35-U",2018-11-29,1,856
"3893","00000158216030000","Building (BU) Multi Family  Renovation","2018/11/29 00:00:00","35-U",2018-11-29,1,856
"3894","00000158216070000","Building (BU) Multi Family  Renovation","2018/11/29 00:00:00","35-U",2018-11-29,1,856
"3895","00000158221200000","Building (BU) Multi Family  Renovation","2018/11/29 00:00:00","35-U",2018-11-29,1,856
"3896","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3897","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3898","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3899","CONDO00C1102CONDO","Building (BU) Multi Family  Renovation","2018/11/28 00:00:00","35-U",2018-11-28,3,857
"3900","00152000000040000","Building (BU) Multi Family  Renovation","2018/11/28 00:00:00","35-U",2018-11-28,3,857
"3901","00000475228000000","Building (BU) Multi Family  Renovation","2018/11/27 00:00:00","54-X",2018-11-27,1,858
"3902","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3903","00000153028000000","Building (BU) Multi Family  Renovation","2018/11/29 00:00:00","46-B",2018-11-29,1,856
"3904","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3905","CONDO00C1487CONDO","Building (BU) Multi Family  Renovation","2018/12/05 00:00:00","25-U",2018-12-05,1,850
"3906","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3907","00000147379000000","Building (BU) Multi Family  Renovation","2018/12/06 00:00:00","46-S",2018-12-06,2,849
"3908","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3909","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3910","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3911","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3912","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3913","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3914","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3915","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3916","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3917","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3918","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3919","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3920","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3921","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3922","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3923","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3924","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3925","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3926","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3927","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3928","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3929","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3930","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3931","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3932","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3933","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3934","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3935","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3936","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3937","0074870H000020000","Building (BU) Multi Family  Renovation","2018/12/17 00:00:00","28-P,28-Q",2018-12-17,1,838
"3938","00000582646000000","Building (BU) Multi Family  Renovation","2018/12/20 00:00:00","14-W",2018-12-20,1,835
"3939","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3940","00000812041000000","Building (BU) Single Family  Addition","2018/12/12 00:00:00","48-E",2018-12-12,1,843
"3941","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3942","00000794140130000","Building (BU) Single Family  Addition","2018/01/30 00:00:00","27-J",2018-01-30,1,1159
"3943","00000204196000000","Building (BU) Single Family  Addition","2018/06/13 00:00:00","36-N",2018-06-13,1,1025
"3944","00000204193000000","Building (BU) Single Family  Addition","2018/06/13 00:00:00","36-N",2018-06-13,1,1025
"3945","00000220453000000","Building (BU) Single Family  Addition","2018/01/24 00:00:00","56-C",2018-01-24,1,1165
"3946","00000220456000000","Building (BU) Single Family  Addition","2018/01/24 00:00:00","56-C",2018-01-24,1,1165
"3947","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3948","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3949","0005030B000040000","Building (BU) Single Family  Addition","2018/03/08 00:00:00","45-H",2018-03-08,1,1122
"3950","0005030B000050000","Building (BU) Single Family  Addition","2018/03/08 00:00:00","45-H",2018-03-08,1,1122
"3951","00000378622000000","Building (BU) Single Family  Addition","2018/03/16 00:00:00","38-L",2018-03-16,1,1114
"3952","00000378619000000","Building (BU) Single Family  Addition","2018/03/16 00:00:00","38-L",2018-03-16,1,1114
"3953","00000399313000000","Building (BU) Single Family  Addition","2018/01/11 00:00:00","26-Z,27-W",2018-01-11,1,1178
"3954","00000399220000000","Building (BU) Single Family  Addition","2018/01/11 00:00:00","26-Z,27-W",2018-01-11,1,1178
"3955","CONDO00C5895CONDO","Building (BU) Multi Family  Renovation","2018/12/31 00:00:00","25-T",2018-12-31,9,824
"3956","00000799706400000","Building (BU) Single Family  Addition","2018/01/18 00:00:00","5-N",2018-01-18,1,1171
"3957","00000799706200000","Building (BU) Single Family  Addition","2018/01/18 00:00:00","5-N",2018-01-18,1,1171
"3958","00000548386000000","Building (BU) Single Family  Addition","2018/01/08 00:00:00","58-K",2018-01-08,1,1181
"3959","00000290077000000","Building (BU) Single Family  Addition","2018/03/13 00:00:00","44-X",2018-03-13,1,1117
"3960","00000290080000000","Building (BU) Single Family  Addition","2018/03/13 00:00:00","44-X",2018-03-13,1,1117
"3961","00000183718000000","Building (BU) Single Family  Addition","2018/02/01 00:00:00","36-T",2018-02-01,1,1157
"3962","00000724234000000","Building (BU) Single Family  Addition","2018/11/09 00:00:00","39-S",2018-11-09,1,876
"3963","007781000A0010000","Building (BU) Single Family  Addition","2018/01/12 00:00:00","69-D",2018-01-12,1,1177
"3964","000995000A0000A00","Building (BU) Single Family  Addition","2018/03/23 00:00:00","45-B",2018-03-23,1,1107
"3965","000995000A0170000","Building (BU) Single Family  Addition","2018/03/23 00:00:00","45-B",2018-03-23,1,1107
"3966","00000323836000000","Building (BU) Single Family  Addition","2018/01/08 00:00:00","47-W",2018-01-08,1,1181
"3967","00000323977000000","Building (BU) Single Family  Addition","2018/01/08 00:00:00","47-W",2018-01-08,1,1181
"3968","00000323914000000","Building (BU) Single Family  Addition","2018/01/08 00:00:00","47-W",2018-01-08,1,1181
"3969","00000740539000000","Building (BU) Single Family  Addition","2018/01/26 00:00:00","16-J",2018-01-26,1,1163
"3970","00000740542000000","Building (BU) Single Family  Addition","2018/01/26 00:00:00","16-J",2018-01-26,1,1163
"3971","00000242179000000","Building (BU) Single Family  Addition","2018/01/16 00:00:00","36-H",2018-01-16,1,1173
"3972","00000235549000000","Building (BU) Single Family  Addition","2018/01/03 00:00:00","36-L",2018-01-03,1,1186
"3973","00000124564000000","Building (BU) Multi Family  Renovation","2018/12/17 00:00:00","46-B",2018-12-17,1,838
"3974","00000124576000000","Building (BU) Multi Family  Renovation","2018/12/17 00:00:00","46-B",2018-12-17,1,838
"3975","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3976","00000172513000000","Building (BU) Single Family  Addition","2018/02/16 00:00:00","46-X",2018-02-16,1,1142
"3977","00000172510000000","Building (BU) Single Family  Addition","2018/02/16 00:00:00","46-X",2018-02-16,1,1142
"3978","00000357991000000","Building (BU) Single Family  Addition","2018/07/12 00:00:00","24-X",2018-07-12,1,996
"3979","008107000C0010000","Building (BU) Multi Family  Renovation","2018/12/11 00:00:00","27-F",2018-12-11,88,844
"3980","00000440527000000","Building (BU) Single Family  Addition","2018/01/02 00:00:00","48-S",2018-01-02,1,1187
"3981","00000440428000000","Building (BU) Single Family  Addition","2018/01/02 00:00:00","48-S",2018-01-02,1,1187
"3982","00000374323000000","Building (BU) Single Family  Addition","2018/01/02 00:00:00","38-N",2018-01-02,1,1187
"3983","00000133399000000","Building (BU) Single Family  Addition","2018/01/26 00:00:00","45-U,45-V",2018-01-26,1,1163
"3984","00000133396000000","Building (BU) Single Family  Addition","2018/01/26 00:00:00","45-U,45-V",2018-01-26,1,1163
"3985","00000133130000100","Building (BU) Single Family  Addition","2018/01/26 00:00:00","45-U,45-V",2018-01-26,1,1163
"3986","00000133130000000","Building (BU) Single Family  Addition","2018/01/26 00:00:00","45-U,45-V",2018-01-26,1,1163
"3987","00000118273000000","Building (BU) Single Family  Addition","2018/07/10 00:00:00","45-D",2018-07-10,1,998
"3988","00000459187000000","Building (BU) Single Family  Addition","2018/01/04 00:00:00","44-X",2018-01-04,1,1185
"3989","00000459184000000","Building (BU) Single Family  Addition","2018/01/04 00:00:00","44-X",2018-01-04,1,1185
"3990","00000459139000000","Building (BU) Single Family  Addition","2018/01/04 00:00:00","44-X",2018-01-04,1,1185
"3991","00000459136000000","Building (BU) Single Family  Addition","2018/01/04 00:00:00","44-X",2018-01-04,1,1185
"3992","00000185605000000","Building (BU) Single Family  Addition","2018/01/04 00:00:00","36-P",2018-01-04,1,1185
"3993","00000185602000000","Building (BU) Single Family  Addition","2018/01/04 00:00:00","36-P",2018-01-04,1,1185
"3994","00000317104000000","Building (BU) Single Family  Addition","2018/04/30 00:00:00","65-G",2018-04-30,1,1069
"3995","00000495088000000","Building (BU) Single Family  Addition","2018/01/03 00:00:00","63-D",2018-01-03,1,1186
"3996","00000495091000000","Building (BU) Single Family  Addition","2018/01/03 00:00:00","63-D",2018-01-03,1,1186
"3997","00000820783400000","Building (BU) Single Family  Addition","2018/01/02 00:00:00","71B-K",2018-01-02,1,1187
"3998","00000820783420000","Building (BU) Single Family  Addition","2018/01/02 00:00:00","71B-K",2018-01-02,1,1187
"3999","00000206776000000","Building (BU) Single Family  Addition","2018/01/03 00:00:00","47-A",2018-01-03,1,1186
"4000","00000206779000000","Building (BU) Single Family  Addition","2018/01/03 00:00:00","47-A",2018-01-03,1,1186
"4001","00000661405000000","Building (BU) Single Family  Addition","2018/01/05 00:00:00","15-W",2018-01-05,1,1184
"4002","00000661402000000","Building (BU) Single Family  Addition","2018/01/05 00:00:00","15-W",2018-01-05,1,1184
"4003","00000459217000000","Building (BU) Single Family  Addition","2018/01/09 00:00:00","44-X",2018-01-09,1,1180
"4004","00000591970000000","Building (BU) Single Family  Addition","2018/01/04 00:00:00","23-H",2018-01-04,1,1185
"4005","00000261244000000","Building (BU) Single Family  Addition","2018/01/02 00:00:00","54-F",2018-01-02,1,1187
"4006","00000261241000000","Building (BU) Single Family  Addition","2018/01/02 00:00:00","54-F",2018-01-02,1,1187
"4007","00000381457000000","Building (BU) Single Family  Addition","2018/04/26 00:00:00","38-B",2018-04-26,1,1073
"4008","00000381454000000","Building (BU) Single Family  Addition","2018/04/26 00:00:00","38-B",2018-04-26,1,1073
"4009","00000232222000000","Building (BU) Single Family  Addition","2018/03/29 00:00:00","37-S",2018-03-29,1,1101
"4010","00000232288000000","Building (BU) Single Family  Addition","2018/03/29 00:00:00","37-S",2018-03-29,1,1101
"4011","00000232291000000","Building (BU) Single Family  Addition","2018/03/29 00:00:00","37-S",2018-03-29,1,1101
"4012","00000436873000000","Building (BU) Single Family  Addition","2018/01/16 00:00:00","47-R",2018-01-16,1,1173
"4013","00000436657000000","Building (BU) Single Family  Addition","2018/01/16 00:00:00","47-R",2018-01-16,1,1173
"4014","00000260788000000","Building (BU) Single Family  Addition","2018/01/03 00:00:00","54-F",2018-01-03,1,1186
"4015","00000260785000000","Building (BU) Single Family  Addition","2018/01/03 00:00:00","54-F",2018-01-03,1,1186
"4016","00000329371000000","Building (BU) Single Family  Addition","2018/01/05 00:00:00","53-H",2018-01-05,1,1184
